epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr,train_sec,train_img_per_sec,val_sec,val_img_per_sec,cuda_max_mem_bytes
16,0.04113436985062435,0.9861386138613861,0.4810409078374505,0.9,0.8573684210526316,0.9133157894736842,0.9179593219610291,0.9863013698630136,0.72,0.8323699421965318,189,1,28,72,2.8125000000000003e-05,6.911521400000083,146.13280369789317,0.772210399999949,375.5453177010037,4205081600
17,0.08513737504836172,0.9683168316831683,0.2714401062577963,0.9310344827586207,0.9118421052631579,0.9388421052631579,0.9399339041906883,0.9444444444444444,0.85,0.8947368421052632,185,5,15,85,2.96875e-05,6.99123110000005,144.46668770540182,0.8148392000000513,355.89843983939625,4205081600
18,0.05926455504959449,0.9841584158415841,0.1880010618828237,0.9482758620689655,0.9297368421052632,0.9721578947368421,0.9715330164784665,0.9775280898876404,0.87,0.9206349206349206,188,2,13,87,3.125e-05,6.8554416000001765,147.3282187977466,0.761322699999937,380.9160031613717,4205081600
19,0.05244684635545127,0.9851485148514851,0.3980063462629914,0.8862068965517241,0.8894736842105263,0.9465263157894737,0.9450955458105726,0.7964601769911505,0.9,0.8450704225352113,167,23,10,90,3.2812500000000005e-05,6.799436399999877,148.54172325224167,0.7481092000000444,387.6439428895979,4205081600
20,0.05780971783678979,0.9831683168316832,0.20651196991093457,0.9413793103448276,0.9292105263157895,0.9742105263157895,0.9717225802245558,0.9368421052631579,0.89,0.9128205128205128,184,6,11,89,3.4375e-05,6.939093899999989,145.5521447836297,0.7799542999998721,371.81665643749585,4205081600
21,0.017694934096653014,0.995049504950495,0.261728474823758,0.9413793103448276,0.9244736842105263,0.9746315789473684,0.967579220899278,0.9560439560439561,0.87,0.9109947643979057,186,4,13,87,3.59375e-05,6.957031899999947,145.17685336472405,0.7561974000000191,383.49774807476547,4205081600
22,0.014235397145967,0.994059405940594,0.2779405397712253,0.9413793103448276,0.9244736842105263,0.9591578947368421,0.9587276879008343,0.9560439560439561,0.87,0.9109947643979057,186,4,13,87,3.75e-05,6.916369300000042,146.03037463600936,0.7644116999999824,379.37671545321285,4205081600
23,0.026920818636426702,0.996039603960396,0.27012207098305224,0.9448275862068966,0.9318421052631579,0.9509473684210527,0.9541263175680632,0.9468085106382979,0.89,0.9175257731958762,185,5,11,89,3.90625e-05,6.97539780000011,144.79460941997948,0.7635798999999679,379.7899866143834,4205081600
24,0.014707462876685895,0.996039603960396,0.3248862067237496,0.9413793103448276,0.9292105263157895,0.9527894736842105,0.9506699038265639,0.9368421052631579,0.89,0.9128205128205128,184,6,11,89,4.0625000000000005e-05,7.0155388000000585,143.96613414781365,0.748235300000033,387.5786133051825,4205081600
25,0.02456411455932539,0.9920792079207921,0.36410197289660573,0.9172413793103448,0.891842105263158,0.9574736842105264,0.9471439096364987,0.9418604651162791,0.81,0.8709677419354839,185,5,19,81,4.21875e-05,6.975200300000097,144.79870922129447,0.8362102999999479,346.80271218857035,4205081600
26,0.025983074403484352,0.9910891089108911,0.206659924890846,0.9482758620689655,0.9273684210526316,0.9844736842105264,0.9770076650334841,0.9885057471264368,0.86,0.9197860962566845,189,1,14,86,4.375e-05,7.039795899999945,143.47006850014046,0.7553957999998602,383.9047026738217,4205081600
27,0.022791746829170734,0.9930693069306931,0.32079264472704383,0.9206896551724137,0.8873684210526316,0.9834736842105263,0.9743981263255037,0.9873417721518988,0.78,0.8715083798882681,189,1,22,78,4.53125e-05,6.885367299999871,146.68788983850126,0.7460813999998663,388.6975335399756,4205081600
28,0.020863313708105125,0.9891089108910891,0.41114440965466204,0.9,0.8786842105263157,0.9609473684210527,0.9476555901701992,0.8901098901098901,0.81,0.8481675392670157,180,10,19,81,4.6875e-05,7.006557900000189,144.15066776226493,0.7528394000000844,385.20831933074635,4205081600
29,0.021930247778072953,0.9920792079207921,0.36783476048149166,0.9206896551724137,0.9181578947368421,0.9667368421052631,0.9592960615025456,0.8666666666666667,0.91,0.8878048780487805,176,14,9,91,4.8437500000000005e-05,6.906342499999937,146.24238516986512,0.780552200000102,371.5318463005576,4205081600
30,0.023825416348699946,0.9930693069306931,0.20681145787239075,0.9586206896551724,0.9518421052631579,0.9744736842105264,0.9741605659983336,0.9489795918367347,0.93,0.9393939393939394,185,5,7,93,5e-05,6.960945000000038,145.09524209715698,0.763826999999992,379.6671235764159,4205081600
31,0.022670504164125305,0.9930693069306931,0.2962444141507149,0.9172413793103448,0.896578947368421,0.9737368421052631,0.9660452917715682,0.9222222222222223,0.83,0.8736842105263158,183,7,17,83,5.15625e-05,6.967092200000025,144.96722176290368,0.7644188999997823,379.3731421346105,4205081600
32,0.024736822881095577,0.9891089108910891,0.3682490777224302,0.9103448275862069,0.881842105263158,0.9511052631578948,0.9395331511422103,0.9404761904761905,0.79,0.8586956521739131,185,5,21,79,5.3125e-05,6.941601900000023,145.49955680979005,0.8826586000000134,328.5528515781703,4205081600
33,0.033381180684955325,0.9910891089108911,0.4882888223975897,0.896551724137931,0.861842105263158,0.9204736842105263,0.9141280411564664,0.9375,0.75,0.8333333333333334,185,5,25,75,5.46875e-05,7.015589900000123,143.96508553043876,0.7592105999999603,381.9756994963126,4205081600
34,0.03179179271683097,0.9920792079207921,0.28188769444823264,0.9241379310344827,0.9089473684210526,0.9415789473684211,0.944895870780008,0.9148936170212766,0.86,0.8865979381443299,182,8,14,86,5.6250000000000005e-05,6.874811700000009,146.91311472574566,0.7404862999999295,391.63452450103074,4205081600
35,0.035639609792269766,0.9861386138613861,0.6465433199424296,0.8275862068965517,0.8565789473684211,0.9635789473684209,0.9650343726329997,0.6785714285714286,0.95,0.7916666666666666,145,45,5,95,5.78125e-05,7.067573399999901,142.9061918196724,0.8180373000000145,354.50706220852624,4205081600
36,0.03338945657014847,0.9930693069306931,0.18864375504199415,0.9379310344827586,0.9384210526315789,0.9846315789473684,0.9818409568047511,0.8867924528301887,0.94,0.912621359223301,178,12,6,94,5.9375e-05,6.9576064999998835,145.16486380769263,0.7597430000000713,381.7080249505066,4205081600
37,0.04967646376462653,0.9841584158415841,0.23999881222844124,0.9310344827586207,0.9142105263157895,0.9605789473684211,0.9554262837178703,0.9347826086956522,0.86,0.8958333333333334,184,6,14,86,6.09375e-05,6.984456900000168,144.60680543393082,0.7714865000000373,375.8976987931558,4205081600
38,0.030865959299262613,0.9891089108910891,0.4229558148654178,0.9103448275862069,0.8723684210526316,0.9525263157894738,0.9448531186586887,0.9868421052631579,0.75,0.8522727272727273,189,1,25,75,6.25e-05,7.001780199999985,144.24902969676228,0.7762712999999621,373.58073137576275,4205081600
39,0.023453979290934512,0.9910891089108911,0.3344613497378305,0.9310344827586207,0.9071052631578946,0.9721052631578948,0.9671996824524325,0.9651162790697675,0.83,0.8924731182795699,187,3,17,83,6.406249999999999e-05,6.996713200000158,144.35349443792796,0.8595040999998673,337.4038588065429,4205081600
40,0.02957469294051407,0.9881188118811881,0.2962923102080822,0.9206896551724137,0.8992105263157895,0.971,0.9574863716178771,0.9325842696629213,0.83,0.8783068783068783,184,6,17,83,6.562500000000001e-05,7.0034776999998485,144.21406667719123,0.7782911000001604,372.61122477173416,4205081600
41,0.029519805510062724,0.9920792079207921,0.21301296278834342,0.9448275862068966,0.9389473684210526,0.9843684210526317,0.9767501467023958,0.92,0.92,0.92,182,8,8,92,6.71875e-05,7.072292300000072,142.81083942189292,0.7719509000000926,375.6715614943453,4205081600
42,0.011475753239210462,0.998019801980198,0.35757789416238667,0.903448275862069,0.9073684210526316,0.9771052631578947,0.9697241110926711,0.8214285714285714,0.92,0.8679245283018868,170,20,8,92,6.875e-05,7.055556000000024,143.14959728191465,0.7804181000001336,371.5956869784932,4205081600
43,0.02041970912978286,0.994059405940594,0.4085809335112572,0.903448275862069,0.8765789473684211,0.9581578947368421,0.94376654062158,0.9186046511627907,0.79,0.8494623655913979,183,7,21,79,7.031250000000001e-05,6.979868200000055,144.70187273736659,0.7803228000000217,371.64106956760963,4205081600
44,0.012279990018214448,0.9920792079207921,0.47946594887180255,0.9137931034482759,0.8773684210526316,0.957,0.9523118164992781,0.987012987012987,0.76,0.8587570621468926,189,1,24,76,7.1875e-05,6.99229749999995,144.44465499358506,0.7596213000001626,381.76917893157804,4205081600
45,0.04965801844809903,0.9841584158415841,0.5325196410994977,0.903448275862069,0.8647368421052631,0.9497894736842106,0.9390755567970633,0.9736842105263158,0.74,0.8409090909090909,188,2,26,74,7.34375e-05,7.016467599999942,143.94707673131825,0.7390161000000717,392.41364295036584,4205081600
46,0.03136324992374284,0.9920792079207921,0.46984112709760667,0.8931034482758621,0.861578947368421,0.9108421052631579,0.9098178983413701,0.9156626506024096,0.76,0.8306010928961749,183,7,24,76,7.5e-05,6.958614699999998,145.14383157325844,0.8229601999998977,352.38642160342147,4205081600
47,0.01159032410942018,0.997029702970297,0.498313604015857,0.9,0.8692105263157894,0.9392105263157895,0.9296616095343018,0.927710843373494,0.77,0.8415300546448088,184,6,23,77,7.656250000000001e-05,7.033597900000132,143.59649419253566,0.7709087000000636,376.1794360343528,4205081600
48,0.00856505159754306,0.997029702970297,0.3982207616791129,0.9241379310344827,0.9042105263157895,0.9557894736842104,0.9529443105033021,0.9333333333333333,0.84,0.8842105263157894,184,6,16,84,7.8125e-05,7.077246999999943,142.7108591801315,0.7650920999999471,379.03933395733674,4205081600
49,0.00976118507242063,0.998019801980198,0.6996995955705643,0.8655172413793103,0.833421052631579,0.9219999999999999,0.8969414669928498,0.8588235294117647,0.73,0.7891891891891892,178,12,27,73,7.968749999999999e-05,6.954091800000015,145.23823225917118,0.7880001000000902,368.02025786540736,4205081600
