epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr
12,0.08093324763809934,0.975925925925926,1.225135738030076,0.5409090909090909,0.5343766720171215,0.5417335473515249,0.19681201346588612,0.21359223300970873,0.5238095238095238,0.30344827586206896,97,81,20,22,0.0008422735529643443
13,0.07561850386178669,0.9712962962962963,0.26072730915620923,0.9136363636363637,0.8010968432316747,0.9493044408774746,0.85575752473028,0.896551724137931,0.6190476190476191,0.7323943661971831,175,3,16,26,0.0008187119948743448
14,0.049994637039216125,0.9824074074074074,0.483639317099005,0.8681818181818182,0.7093365436062066,0.9085072231139646,0.7568353887207833,0.76,0.4523809523809524,0.5671641791044776,172,6,23,19,0.0007938926261462366
15,0.0400595706065788,0.9851851851851852,1.3085567511152476,0.8363636363636363,0.5714285714285714,0.5692883895131086,0.4092437150747822,1.0,0.14285714285714285,0.25,178,0,36,6,0.0007679133974894982
16,0.058862374164164066,0.9814814814814815,0.583058595424518,0.8727272727272727,0.7030497592295345,0.8749331193151418,0.7059046965283616,0.8181818181818182,0.42857142857142855,0.5625,174,4,24,18,0.0007408768370508576
17,0.05058708299389657,0.987037037037037,0.5206287232576869,0.8727272727272727,0.6757624398073836,0.8865703584804707,0.7770965545563271,0.9375,0.35714285714285715,0.5172413793103449,177,1,27,15,0.0007128896457825362
18,0.05264292235540993,0.9824074074074074,0.7623826219933107,0.8590909090909091,0.6582397003745318,0.8142054574638845,0.6509975509359511,0.8235294117647058,0.3333333333333333,0.4745762711864407,175,3,28,14,0.0006840622763423389
19,0.026933979243040085,0.9935185185185185,0.6153344444464892,0.8454545454545455,0.6407169609416801,0.8546013911182451,0.6308870741116799,0.7222222222222222,0.30952380952380953,0.43333333333333335,173,5,29,13,0.0006545084971874735
20,0.015696091495235178,0.9925925925925926,0.8050804515005439,0.8363636363636363,0.5896201177100053,0.8414927768860353,0.6284500210064744,0.8,0.19047619047619047,0.3076923076923077,176,2,34,8,0.0006243449435824271
21,0.015216969022089067,0.9925925925925926,0.4578624274581671,0.8772727272727273,0.7604333868378812,0.9248261102193687,0.7576536777757195,0.7272727272727273,0.5714285714285714,0.64,169,9,18,24,0.0005936906572928622
22,0.008662972301381695,0.9972222222222222,0.70462978084106,0.8636363636363636,0.6610486891385767,0.8896468699839486,0.7143709573329708,0.875,0.3333333333333333,0.4827586206896552,176,2,28,14,0.000562666616782152
23,0.01012097075341872,0.9972222222222222,0.822997800714802,0.8545454545454545,0.628143392188336,0.8760032102728732,0.6714074023756795,0.9166666666666666,0.2619047619047619,0.4074074074074074,177,1,31,11,0.0005313952597646566
24,0.015285980380962001,0.9944444444444445,0.6281418221769854,0.8863636363636364,0.7205724986623863,0.8903156768325308,0.7614243894737407,0.9047619047619048,0.4523809523809524,0.6031746031746031,176,2,23,19,0.0004999999999999998
25,0.012065174992826274,0.9944444444444445,0.7670428960991558,0.8590909090909091,0.6491439272338149,0.8974050294275013,0.6882933916323125,0.8666666666666667,0.30952380952380953,0.45614035087719296,176,2,29,13,0.00046860474023534314
26,0.006616124710383113,0.9981481481481481,0.6725853580283001,0.8863636363636364,0.7478598180845373,0.9238897806313536,0.718525852584056,0.8148148148148148,0.5238095238095238,0.6376811594202898,173,5,20,22,0.00043733338321784774
27,0.005911825326620601,0.9990740740740741,0.6843979000695981,0.8772727272727273,0.7058587479935794,0.9217495987158908,0.77794285874272,0.8571428571428571,0.42857142857142855,0.5714285714285714,175,3,24,18,0.00040630934270713756
28,0.0035597989951972574,0.9981481481481481,0.9271920555620454,0.8636363636363636,0.6428571428571428,0.8432316746923489,0.6704447149664028,1.0,0.2857142857142857,0.4444444444444444,178,0,30,12,0.00037565505641757246
29,0.005163271289133905,0.9981481481481481,1.077480470223236,0.8545454545454545,0.6190476190476191,0.8241037988229,0.6295350199260421,1.0,0.23809523809523808,0.38461538461538464,178,0,32,10,0.00034549150281252633
30,0.002479122396086014,0.9990740740740741,1.025805672750721,0.8636363636363636,0.6428571428571428,0.8611556982343499,0.6626759803131449,1.0,0.2857142857142857,0.4444444444444444,178,0,30,12,0.00031593772365766105
31,0.0007743137333925595,1.0,0.9261458278633654,0.8545454545454545,0.6463349384697699,0.8834938469769931,0.6975535515264923,0.8125,0.30952380952380953,0.4482758620689655,175,3,29,13,0.00028711035421746355
32,0.0019212826707242878,1.0,0.9180285390320932,0.85,0.643525949705725,0.8842964151952917,0.694331024179477,0.7647058823529411,0.30952380952380953,0.4406779661016949,174,4,29,13,0.0002591231629491422
33,0.000979852707721019,1.0,0.9344674805179238,0.85,0.643525949705725,0.8734617442482611,0.6560953102706428,0.7647058823529411,0.30952380952380953,0.4406779661016949,174,4,29,13,0.00023208660251050145
34,0.0012710377473815564,0.9990740740740741,0.9555740524374414,0.8454545454545455,0.631621187800963,0.874665596575709,0.6726573181435229,0.75,0.2857142857142857,0.41379310344827586,174,4,30,12,0.00020610737385376337
35,0.0011729404462076834,0.9990740740740741,0.963258577598026,0.8454545454545455,0.631621187800963,0.871856607811664,0.6732123734963971,0.75,0.2857142857142857,0.41379310344827586,174,4,30,12,0.00018128800512565502
36,0.0010405372240176588,1.0,0.960552055737935,0.85,0.643525949705725,0.8750668806848582,0.6794544355419175,0.7647058823529411,0.30952380952380953,0.4406779661016949,174,4,29,13,0.00015772644703565555
37,0.0008311022714170737,1.0,0.9574639353668317,0.85,0.643525949705725,0.8743980738362761,0.6776214417771614,0.7647058823529411,0.30952380952380953,0.4406779661016949,174,4,29,13,0.00013551568628929425
38,0.0008765643994111623,1.0,0.9590205346466973,0.8545454545454545,0.6554307116104868,0.8701177100053504,0.6617067839238518,0.7777777777777778,0.3333333333333333,0.4666666666666667,174,4,28,14,0.00011474337861210535
39,0.0005672046572726686,1.0,0.9856349902693182,0.8545454545454545,0.6554307116104868,0.8702514713750669,0.6658259154282017,0.7777777777777778,0.3333333333333333,0.4666666666666667,174,4,28,14,9.549150281252626e-05
40,0.0013828588425359853,0.9990740740740741,0.9614285991992801,0.8545454545454545,0.6554307116104868,0.8741305510968432,0.6754225810047783,0.7777777777777778,0.3333333333333333,0.4666666666666667,174,4,28,14,7.783603724899252e-05
41,0.0008199041181154933,1.0,0.9731614707270637,0.8545454545454545,0.6463349384697699,0.8738630283574104,0.6809778826525397,0.8125,0.30952380952380953,0.4482758620689655,175,3,29,13,6.184665997806817e-05
42,0.0004896987567703678,1.0,0.978005058481358,0.8545454545454545,0.6463349384697699,0.8715890850722312,0.6774173409642223,0.8125,0.30952380952380953,0.4482758620689655,175,3,29,13,4.7586473766990294e-05
43,0.0005272678082452758,1.0,0.9831047086045146,0.8545454545454545,0.6463349384697699,0.8706527554842162,0.6753236363097387,0.8125,0.30952380952380953,0.4482758620689655,175,3,29,13,3.5111757055874305e-05
44,0.0005153184752356645,1.0,0.9783218869706616,0.8545454545454545,0.6463349384697699,0.8717228464419475,0.6778911981936105,0.8125,0.30952380952380953,0.4482758620689655,175,3,29,13,2.4471741852423218e-05
45,0.0006663653604097336,1.0,0.9649004768580198,0.8545454545454545,0.6463349384697699,0.8715890850722311,0.6785258201895902,0.8125,0.30952380952380953,0.4482758620689655,175,3,29,13,1.5708419435684507e-05
46,0.0003527794452726512,1.0,0.9855306465178728,0.85,0.634430176565008,0.8729266987693954,0.6780760294226509,0.8,0.2857142857142857,0.42105263157894735,175,3,30,12,8.856374635655634e-06
47,0.0037570941584657274,0.9990740740740741,0.9553086591186002,0.8545454545454545,0.6463349384697699,0.8722578919208133,0.6791036638462947,0.8125,0.30952380952380953,0.4482758620689655,175,3,29,13,3.942649342761115e-06
48,0.0004292057834819014,1.0,1.005224017193541,0.8545454545454545,0.6463349384697699,0.8667736757624398,0.6710650430786125,0.8125,0.30952380952380953,0.4482758620689655,175,3,29,13,9.866357858642198e-07
49,0.0007467082460232847,1.0,0.9801135815214366,0.8545454545454545,0.6463349384697699,0.8702514713750669,0.6757278913352815,0.8125,0.30952380952380953,0.4482758620689655,175,3,29,13,0.0
