epoch,train_loss,train_acc,val_loss,val_accuracy,val_balanced_accuracy,val_auroc,val_auprc,val_precision,val_recall,val_f1,val_tn,val_fp,val_fn,val_tp,lr,train_sec,train_img_per_sec,val_sec,val_img_per_sec,cuda_max_mem_bytes
21,0.044652172742644325,0.9891089108910891,0.3825587028870359,0.8931034482758621,0.6507296466973886,0.9491167434715821,0.781609657312981,0.8666666666666667,0.30952380952380953,0.45614035087719296,246,2,29,13,3.59375e-05,12.226896899999701,82.60476948979792,2.1683288000003813,133.7435540218573,4202534912
22,0.031954605772625655,0.9910891089108911,0.3099026283249259,0.896551724137931,0.8999615975422427,0.9427803379416283,0.7789109830411105,0.59375,0.9047619047619048,0.7169811320754716,222,26,4,38,3.75e-05,13.142307000000073,76.85104297137438,1.8825785000008182,154.04404119130967,4202534912
23,0.03776449855649844,0.9881188118811881,0.30417072791606187,0.9275862068965517,0.868663594470046,0.945084485407066,0.7786920482759229,0.7333333333333333,0.7857142857142857,0.7586206896551724,236,12,9,33,3.90625e-05,12.55896329999996,80.42065064399091,1.8123984000003475,160.0089693303329,4202534912
24,0.02423785963037517,0.996039603960396,0.45320721887983384,0.903448275862069,0.6864439324116743,0.9394201228878648,0.7655491469409406,0.8888888888888888,0.38095238095238093,0.5333333333333333,246,2,26,16,4.0625000000000005e-05,13.341569500000332,75.70323716411137,2.27985820000049,127.20089345904833,4202534912
25,0.01724636828294024,0.995049504950495,0.5220334433484822,0.9,0.6745391705069125,0.9429723502304147,0.7868513132162372,0.8823529411764706,0.35714285714285715,0.5084745762711864,246,2,27,15,4.21875e-05,12.25659529999939,82.40461362055825,1.8324984999999288,158.25388124465655,4202534912
26,0.010333444937714376,0.997029702970297,0.2848019560100511,0.9310344827586207,0.9102342549923195,0.9615975422427036,0.8217595897947602,0.7115384615384616,0.8809523809523809,0.7872340425531915,233,15,5,37,4.375e-05,13.493062499999724,74.85328108426242,1.8287119999995411,158.58155904268838,4202534912
27,0.012348067830316722,0.994059405940594,0.2799999031238258,0.9413793103448276,0.896505376344086,0.9524769585253456,0.7765641423886681,0.7777777777777778,0.8333333333333334,0.8045977011494253,238,10,7,35,4.53125e-05,12.586156299999857,80.24689793499637,2.1625168999999005,134.1029982239738,4202534912
28,0.02343720189674059,0.9881188118811881,0.7907356376177631,0.8827586206896552,0.6150153609831029,0.8576228878648234,0.6938254115515983,0.8333333333333334,0.23809523809523808,0.37037037037037035,246,2,32,10,4.6875e-05,12.409901400000308,81.38662568261621,2.14152600000034,135.41745465614426,4202534912
29,0.06033902974741068,0.9831683168316832,0.4528764269547537,0.903448275862069,0.6963325652841782,0.9245391705069125,0.7393133882961012,0.85,0.40476190476190477,0.5483870967741935,245,3,25,17,4.8437500000000005e-05,13.124674600000617,76.954288832422,1.9292512000001807,150.31738738841932,4202534912
30,0.04318885448446963,0.9831683168316832,0.48126164090353996,0.8862068965517241,0.6269201228878648,0.9305875576036866,0.7790389561763247,0.8461538461538461,0.2619047619047619,0.4,246,2,31,11,5e-05,12.26651370000036,82.33798328533807,1.864926999999625,155.5020652283217,4202534912
31,0.013229983320343308,0.997029702970297,0.3009581405669451,0.9379310344827586,0.8747119815668203,0.9434523809523809,0.7316324968935406,0.7857142857142857,0.7857142857142857,0.7857142857142857,239,9,9,33,5.15625e-05,12.016640100000586,84.05011647140458,1.0832251000001634,267.7190548852277,4202534912
32,0.005553746166697238,0.998019801980198,0.35027357218787075,0.9172413793103448,0.8032834101382489,0.939516129032258,0.738197830622736,0.75,0.6428571428571429,0.6923076923076923,239,9,15,27,5.3125e-05,7.449635599999965,135.57710124774488,1.4829729000002771,195.553135192117,4202534912
33,0.0036531780715449713,0.998019801980198,0.4202989897807129,0.9103448275862069,0.7498079877112136,0.9308755760368663,0.7577441294322308,0.7857142857142857,0.5238095238095238,0.6285714285714286,242,6,20,22,5.46875e-05,8.080541799999992,124.99161875506925,0.7943361000006917,365.08475442542203,4202534912
34,0.009716388682136312,0.998019801980198,0.36662596360547467,0.9172413793103448,0.793394777265745,0.9266513056835638,0.7222456885655808,0.7647058823529411,0.6190476190476191,0.6842105263157895,240,8,16,26,5.6250000000000005e-05,7.1223369999997885,141.80738709780653,0.7709249999998065,376.1714823103062,4202534912
35,0.022538330471434165,0.9891089108910891,0.49264687144896013,0.906896551724138,0.6983486943164363,0.9406682027649769,0.797756098994295,0.8947368421052632,0.40476190476190477,0.5573770491803278,246,2,25,17,5.78125e-05,6.782756999999947,148.9070005014197,0.7829060000003665,370.41483907373845,4202534912
36,0.018593301640066784,0.996039603960396,0.3415367228677496,0.9241379310344827,0.7776497695852534,0.921562980030722,0.7630711990249661,0.8571428571428571,0.5714285714285714,0.6857142857142857,244,4,18,24,5.9375e-05,6.851579399999537,147.41126695548013,0.8457782999994379,342.87945197954684,4202534912
37,0.00876585925288964,0.998019801980198,0.30490171946585176,0.9379310344827586,0.8450460829493087,0.9455645161290321,0.7964867203732421,0.8333333333333334,0.7142857142857143,0.7692307692307693,242,6,12,30,6.09375e-05,6.905794000000242,146.25400062613576,0.7808025000003909,371.41274522027635,4202534912
38,0.013977643266116502,0.998019801980198,0.42204614281654357,0.8827586206896552,0.9017857142857143,0.9551651305683564,0.7847805664756982,0.5571428571428572,0.9285714285714286,0.6964285714285714,217,31,3,39,6.25e-05,7.184932099999969,140.57196170302075,0.7892431000000215,367.4406529496325,4202534912
39,0.016291081243252847,0.998019801980198,0.39082370689720847,0.896551724137931,0.6923003072196621,0.9250192012288787,0.6968681893443441,0.7727272727272727,0.40476190476190477,0.53125,243,5,25,17,6.406249999999999e-05,7.0986628000000564,142.280317921284,0.7284450999995897,398.1082445336832,4202534912
40,0.013414818335149903,0.997029702970297,0.5569024345400976,0.8931034482758621,0.6705069124423964,0.9187788018433181,0.659799248083951,0.7894736842105263,0.35714285714285715,0.4918032786885246,244,4,27,15,6.562500000000001e-05,7.0758591000003435,142.73885131488146,0.8408019999997123,344.90878946541426,4202534912
41,0.01891448860988021,0.995049504950495,0.5633574063656852,0.9,0.6844278033794162,0.9205069124423962,0.7403977690161966,0.8421052631578947,0.38095238095238093,0.5245901639344263,245,3,26,16,6.71875e-05,7.4027313999995386,136.4361268058521,0.833182599999418,348.06295762801886,4202534912
42,0.008982113729871344,0.996039603960396,0.28486311361193656,0.9344827586206896,0.9023617511520737,0.9600614439324118,0.758807905707074,0.7346938775510204,0.8571428571428571,0.7912087912087912,235,13,6,36,6.875e-05,7.1622574000002714,141.01699277101682,0.7644047000003411,379.3801895774196,4202534912
43,0.010967275720759062,0.999009900990099,0.8971007585525512,0.7965517241379311,0.8711597542242704,0.9447004608294931,0.7066168507819228,0.41414141414141414,0.9761904761904762,0.5815602836879432,190,58,1,41,7.031250000000001e-05,7.173478900000191,140.7963993593085,0.7878176000003805,368.1055107170238,4202534912
44,0.020088178283913294,0.996039603960396,0.6175981431209948,0.8758620689655172,0.7692012288786483,0.9026497695852534,0.6349254827176907,0.5652173913043478,0.6190476190476191,0.5909090909090909,228,20,16,26,7.1875e-05,7.270483899999817,138.9178511213023,0.8357474999993428,346.9947561915866,4202534912
45,0.026832949439267395,0.995049504950495,0.5031318059191108,0.906896551724138,0.6983486943164363,0.9079301075268816,0.7443568599362793,0.8947368421052632,0.40476190476190477,0.5573770491803278,246,2,25,17,7.34375e-05,7.342420199999651,137.5568235661653,0.8544676000001346,339.39262296189384,4202534912
46,0.005807606245070929,0.998019801980198,0.6003382790775504,0.8896551724137931,0.6586021505376344,0.9132104454685099,0.7549067682687663,0.7777777777777778,0.3333333333333333,0.4666666666666667,244,4,28,14,7.5e-05,7.22764720000032,139.74118714592979,0.8211321999997381,353.17090232254014,4202534912
47,0.001689515937869146,1.0,0.6321894867811352,0.8931034482758621,0.6902841781874041,0.9331797235023042,0.7491823676784888,0.7391304347826086,0.40476190476190477,0.5230769230769231,242,6,25,17,7.656250000000001e-05,7.436428499999238,135.8178862339769,0.8127510999993319,356.8128052982498,4202534912
48,0.0007526914287154796,1.0,0.5191285205160966,0.9172413793103448,0.793394777265745,0.9417242703533025,0.7400155767938278,0.7647058823529411,0.6190476190476191,0.6842105263157895,240,8,16,26,7.8125e-05,7.250489299999572,139.30094345495547,0.8149809000005916,355.8365600958126,4202534912
49,0.0031594653455613297,0.999009900990099,0.6116391889372608,0.8931034482758621,0.6902841781874041,0.9354838709677419,0.7308066331824199,0.7391304347826086,0.40476190476190477,0.5230769230769231,242,6,25,17,7.968749999999999e-05,7.161843299999418,141.0251464172753,0.9271447999999509,312.78825055160246,4202534912
